lam_dim,lam_dim_id,rad,rad_id,pressure_dim,pressure_dim_id,simulation_area,patch_area,delta,delta_id,k0,k0_id,indices
0.06382758620689655,12.0,369.375,29.0,0.00011379310344827582,11.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,15641.0
0.13479310344827586,26.0,131.875,9.0,3.1034482758620685e-05,3.0,1966877.529334751,218541.94770386122,1.0,,320.0,,32253.0
0.003,0.0,96.25,6.0,6.206896551724137e-05,6.0,1047740.784926281,116415.64276958678,1.0,,320.0,,186.0
0.053689655172413794,10.0,428.75,34.0,0.00014482758620689654,14.0,20790294.41824794,2310032.71313866,1.0,,320.0,,13334.0
0.13986206896551726,27.0,298.125,23.0,0.00020689655172413795,20.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,33920.0
0.018206896551724132,3.0,357.5,28.0,1.0344827586206897e-05,1.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,4531.0
0.14493103448275862,28.0,321.875,25.0,5.172413793103448e-05,5.0,11717281.568648713,1301920.1742943013,1.0,,320.0,,35195.0
0.008068965517241379,1.0,500.0,40.0,0.0002482758620689655,24.0,28274333.882308137,3141592.653589793,1.0,,320.0,,2454.0
0.0993103448275862,19.0,405.0,32.0,0.00027931034482758614,27.0,18550790.46018237,2061198.9400202632,1.0,,320.0,,24357.0
0.028344827586206895,5.0,416.875,33.0,6.206896551724137e-05,6.0,19654593.947759666,2183843.771973296,1.0,,320.0,,7146.0
0.003,0.0,274.375,21.0,0.00015517241379310343,15.0,8514152.96895673,946016.9965507477,1.0,,320.0,,645.0
0.10944827586206897,21.0,286.25,22.0,0.0,0.0,9267089.644513257,1029676.6271681396,1.0,,320.0,,26490.0
0.033413793103448275,6.0,84.375,5.0,4.137931034482758e-05,4.0,805155.8359454153,89461.75954949061,1.0,,320.0,,7534.0
0.06382758620689655,12.0,357.5,28.0,0.00010344827586206896,10.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,15610.0
0.1297241379310345,25.0,167.5,12.0,0.0003,29.0,3173087.119942032,352565.2355491145,1.0,,320.0,,31139.0
0.03848275862068967,7.0,84.375,5.0,0.00013448275862068965,13.0,805155.8359454153,89461.75954949061,1.0,,320.0,,8773.0
0.13479310344827586,26.0,36.875,1.0,0.0002586206896551724,25.0,153785.8691317416,17087.318792415736,1.0,,320.0,,32035.0
0.01820689655172413,3.0,131.875,9.0,6.206896551724137e-05,6.0,1966877.529334751,218541.94770386122,1.0,,320.0,,3966.0
0.028344827586206895,5.0,321.875,25.0,0.00028965517241379314,28.0,11717281.568648713,1301920.1742943013,1.0,,320.0,,6928.0
0.053689655172413794,10.0,215.0,16.0,0.0002482758620689655,24.0,5227924.334838775,580880.4816487527,1.0,,320.0,,12804.0
0.0993103448275862,19.0,357.5,28.0,9.310344827586203e-05,9.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,24219.0
0.12465517241379308,24.0,476.25,38.0,0.000196551724137931,19.0,25652066.129310824,2850229.569923425,1.0,,320.0,,30679.0
0.003,0.0,262.5,20.0,0.0002275862068965517,22.0,7793113.2763111815,865901.4751456869,1.0,,320.0,,622.0
0.01820689655172413,3.0,203.125,15.0,0.00011379310344827582,11.0,4666369.55674812,518485.50630534673,1.0,,320.0,,4151.0
0.12465517241379308,24.0,298.125,23.0,0.0002586206896551724,25.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,30235.0
0.03848275862068967,7.0,25.0,0.0,1.0344827586206897e-05,1.0,70685.83470577035,7853.981633974482,1.0,,320.0,,8611.0
0.028344827586206895,5.0,179.375,13.0,3.1034482758620685e-05,3.0,3638950.9492997485,404327.8832555276,1.0,,320.0,,6543.0
0.1043793103448276,20.0,333.75,26.0,7.241379310344827e-05,7.0,12597806.175849155,1399756.2417610174,1.0,,320.0,,25387.0
0.1297241379310345,25.0,476.25,38.0,8.275862068965516e-05,8.0,25652066.129310824,2850229.569923425,1.0,,320.0,,31898.0
0.003,0.0,345.625,27.0,0.0002379310344827586,23.0,13510227.765960578,1501136.418440064,1.0,,320.0,,833.0
0.14493103448275862,28.0,167.5,12.0,0.00014482758620689654,14.0,3173087.119942032,352565.2355491145,1.0,,320.0,,34814.0
0.14493103448275862,28.0,464.375,37.0,2.068965517241379e-05,2.0,24388777.727178633,2709864.1919087367,1.0,,320.0,,35552.0
0.003,0.0,476.25,38.0,0.00017586206896551718,17.0,25652066.129310824,2850229.569923425,1.0,,320.0,,1157.0
0.06382758620689655,12.0,428.75,34.0,9.310344827586203e-05,9.0,20790294.41824794,2310032.71313866,1.0,,320.0,,15789.0
0.1043793103448276,20.0,345.625,27.0,2.068965517241379e-05,2.0,13510227.765960578,1501136.418440064,1.0,,320.0,,25412.0
0.1043793103448276,20.0,500.0,40.0,0.00017586206896551718,17.0,28274333.882308137,3141592.653589793,1.0,,320.0,,25817.0
0.013137931034482759,2.0,108.125,7.0,0.0002689655172413793,26.0,1322222.7168181257,146913.63520201395,1.0,,320.0,,2696.0
0.07903448275862067,15.0,179.375,13.0,0.00013448275862068965,13.0,3638950.9492997485,404327.8832555276,1.0,,320.0,,18853.0
0.09424137931034482,18.0,143.75,10.0,0.0002379310344827586,23.0,2337050.409959532,259672.2677732813,1.0,,320.0,,22463.0
0.1043793103448276,20.0,191.25,14.0,0.000196551724137931,19.0,4136711.761568445,459634.6401742717,1.0,,320.0,,25039.0
0.033413793103448275,6.0,369.375,29.0,0.00028965517241379314,28.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,8278.0
0.09424137931034482,18.0,464.375,37.0,0.0002586206896551724,25.0,24388777.727178633,2709864.1919087367,1.0,,320.0,,23275.0
0.11958620689655172,23.0,488.125,39.0,0.0003,29.0,26947251.51435399,2994139.0571504436,1.0,,320.0,,29489.0
0.14493103448275862,28.0,72.5,4.0,0.0002379310344827586,23.0,594467.8698755286,66051.9855417254,1.0,,320.0,,34583.0
0.14493103448275862,28.0,345.625,27.0,8.275862068965516e-05,8.0,13510227.765960578,1501136.418440064,1.0,,320.0,,35258.0
0.01820689655172413,3.0,84.375,5.0,0.0,0.0,805155.8359454153,89461.75954949061,1.0,,320.0,,3840.0
0.11958620689655172,23.0,298.125,23.0,2.068965517241379e-05,2.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,28982.0
0.10944827586206897,21.0,203.125,15.0,0.00027931034482758614,27.0,4666369.55674812,518485.50630534673,1.0,,320.0,,26307.0
0.053689655172413794,10.0,36.875,1.0,0.00016551724137931032,16.0,153785.8691317416,17087.318792415736,1.0,,320.0,,12346.0
0.008068965517241379,1.0,440.625,35.0,0.00010344827586206896,10.0,21957891.87164719,2439765.7635163544,1.0,,320.0,,2290.0
0.0993103448275862,19.0,369.375,29.0,0.0002689655172413793,26.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,24266.0
0.07396551724137931,14.0,131.875,9.0,4.137931034482758e-05,4.0,1966877.529334751,218541.94770386122,1.0,,320.0,,17494.0
0.12465517241379308,24.0,84.375,5.0,0.0,0.0,805155.8359454153,89461.75954949061,1.0,,320.0,,29670.0
0.07903448275862067,15.0,167.5,12.0,7.241379310344827e-05,7.0,3173087.119942032,352565.2355491145,1.0,,320.0,,18817.0
0.023275862068965515,4.0,262.5,20.0,0.0,0.0,7793113.2763111815,865901.4751456869,1.0,,320.0,,5520.0
0.1297241379310345,25.0,464.375,37.0,9.310344827586203e-05,9.0,24388777.727178633,2709864.1919087367,1.0,,320.0,,31869.0
0.09424137931034482,18.0,36.875,1.0,0.00014482758620689654,14.0,153785.8691317416,17087.318792415736,1.0,,320.0,,22184.0
0.07396551724137931,14.0,464.375,37.0,0.000196551724137931,19.0,24388777.727178633,2709864.1919087367,1.0,,320.0,,18349.0
0.053689655172413794,10.0,500.0,40.0,0.00014482758620689654,14.0,28274333.882308137,3141592.653589793,1.0,,320.0,,13514.0
0.07903448275862067,15.0,48.75,2.0,4.137931034482758e-05,4.0,268782.8864686917,29864.765163187967,1.0,,320.0,,18514.0
0.03848275862068967,7.0,357.5,28.0,0.0002482758620689655,24.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,9474.0
0.03848275862068967,7.0,215.0,16.0,0.0002586206896551724,25.0,5227924.334838775,580880.4816487527,1.0,,320.0,,9115.0
0.11451724137931035,22.0,84.375,5.0,0.0001862068965517241,18.0,805155.8359454153,89461.75954949061,1.0,,320.0,,27228.0
0.023275862068965515,4.0,72.5,4.0,0.00014482758620689654,14.0,594467.8698755286,66051.9855417254,1.0,,320.0,,5054.0
0.003,0.0,298.125,23.0,6.206896551724137e-05,6.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,696.0
0.05875862068965518,11.0,345.625,27.0,0.00021724137931034481,21.0,13510227.765960578,1501136.418440064,1.0,,320.0,,14361.0
0.043551724137931035,8.0,191.25,14.0,0.00012413793103448274,12.0,4136711.761568445,459634.6401742717,1.0,,320.0,,10272.0
0.053689655172413794,10.0,333.75,26.0,0.0002586206896551724,25.0,12597806.175849155,1399756.2417610174,1.0,,320.0,,13105.0
0.08917241379310345,17.0,131.875,9.0,1.0344827586206897e-05,1.0,1966877.529334751,218541.94770386122,1.0,,320.0,,21181.0
0.013137931034482759,2.0,298.125,23.0,6.206896551724137e-05,6.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,3156.0
0.15,29.0,191.25,14.0,0.0002482758620689655,24.0,4136711.761568445,459634.6401742717,1.0,,320.0,,36114.0
0.003,0.0,84.375,5.0,9.310344827586203e-05,9.0,805155.8359454153,89461.75954949061,1.0,,320.0,,159.0
0.07396551724137931,14.0,357.5,28.0,5.172413793103448e-05,5.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,18065.0
0.03848275862068967,7.0,215.0,16.0,0.00013448275862068965,13.0,5227924.334838775,580880.4816487527,1.0,,320.0,,9103.0
0.023275862068965515,4.0,476.25,38.0,0.00010344827586206896,10.0,25652066.129310824,2850229.569923425,1.0,,320.0,,6070.0
0.14493103448275862,28.0,500.0,40.0,0.00020689655172413795,20.0,28274333.882308137,3141592.653589793,1.0,,320.0,,35660.0
0.033413793103448275,6.0,298.125,23.0,0.0001862068965517241,18.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,8088.0
0.09424137931034482,18.0,428.75,34.0,4.137931034482758e-05,4.0,20790294.41824794,2310032.71313866,1.0,,320.0,,23164.0
0.04862068965517241,9.0,345.625,27.0,0.00010344827586206896,10.0,13510227.765960578,1501136.418440064,1.0,,320.0,,11890.0
0.14493103448275862,28.0,405.0,32.0,3.1034482758620685e-05,3.0,18550790.46018237,2061198.9400202632,1.0,,320.0,,35403.0
0.12465517241379308,24.0,393.125,31.0,0.000196551724137931,19.0,17478883.95551605,1942098.2172795616,1.0,,320.0,,30469.0
0.1297241379310345,25.0,357.5,28.0,0.0003,29.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,31619.0
0.08410344827586208,16.0,286.25,22.0,5.172413793103448e-05,5.0,9267089.644513257,1029676.6271681396,1.0,,320.0,,20345.0
0.06889655172413793,13.0,203.125,15.0,0.00013448275862068965,13.0,4666369.55674812,518485.50630534673,1.0,,320.0,,16453.0
0.15,29.0,72.5,4.0,1.0344827586206897e-05,1.0,594467.8698755286,66051.9855417254,1.0,,320.0,,35791.0
0.01820689655172413,3.0,25.0,0.0,0.00012413793103448274,12.0,70685.83470577035,7853.981633974482,1.0,,320.0,,3702.0
0.08410344827586208,16.0,476.25,38.0,4.137931034482758e-05,4.0,25652066.129310824,2850229.569923425,1.0,,320.0,,20824.0
0.003,0.0,369.375,29.0,7.241379310344827e-05,7.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,877.0
0.06382758620689655,12.0,48.75,2.0,0.00016551724137931032,16.0,268782.8864686917,29864.765163187967,1.0,,320.0,,14836.0
0.07903448275862067,15.0,440.625,35.0,0.00014482758620689654,14.0,21957891.87164719,2439765.7635163544,1.0,,320.0,,19514.0
0.13479310344827586,26.0,500.0,40.0,0.0002275862068965517,22.0,28274333.882308137,3141592.653589793,1.0,,320.0,,33202.0
0.03848275862068967,7.0,108.125,7.0,8.275862068965516e-05,8.0,1322222.7168181257,146913.63520201395,1.0,,320.0,,8828.0
0.07396551724137931,14.0,369.375,29.0,3.1034482758620685e-05,3.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,18093.0
0.07903448275862067,15.0,120.0,8.0,0.0002275862068965517,22.0,1628601.6316209487,180955.73684677208,1.0,,320.0,,18712.0
0.11451724137931035,22.0,488.125,39.0,0.0002379310344827586,23.0,26947251.51435399,2994139.0571504436,1.0,,320.0,,28253.0
0.028344827586206895,5.0,428.75,34.0,0.00013448275862068965,13.0,20790294.41824794,2310032.71313866,1.0,,320.0,,7183.0
0.09424137931034482,18.0,226.875,17.0,0.000196551724137931,19.0,5821376.095840408,646819.5662044898,1.0,,320.0,,22669.0
0.033413793103448275,6.0,488.125,39.0,8.275862068965516e-05,8.0,26947251.51435399,2994139.0571504436,1.0,,320.0,,8558.0
0.08917241379310345,17.0,274.375,21.0,0.00017586206896551718,17.0,8514152.96895673,946016.9965507477,1.0,,320.0,,21557.0
0.10944827586206897,21.0,226.875,17.0,4.137931034482758e-05,4.0,5821376.095840408,646819.5662044898,1.0,,320.0,,26344.0
0.13986206896551726,27.0,298.125,23.0,5.172413793103448e-05,5.0,10051923.302980764,1116880.3669978622,1.0,,320.0,,33905.0
0.03848275862068967,7.0,60.625,3.0,0.0002586206896551724,25.0,415676.88671662076,46186.3207462912,1.0,,320.0,,8725.0
0.13986206896551726,27.0,393.125,31.0,0.0002275862068965517,22.0,17478883.95551605,1942098.2172795616,1.0,,320.0,,34162.0
0.04862068965517241,9.0,72.5,4.0,0.00017586206896551718,17.0,594467.8698755286,66051.9855417254,1.0,,320.0,,11207.0
0.013137931034482759,2.0,500.0,40.0,0.00012413793103448274,12.0,28274333.882308137,3141592.653589793,1.0,,320.0,,3672.0
0.018206896551724132,3.0,357.5,28.0,4.137931034482758e-05,4.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,4534.0
0.0993103448275862,19.0,250.625,19.0,7.241379310344827e-05,7.0,7103970.566576611,789330.0629529569,1.0,,320.0,,23947.0
0.1297241379310345,25.0,440.625,35.0,2.068965517241379e-05,2.0,21957891.87164719,2439765.7635163544,1.0,,320.0,,31802.0
0.07903448275862067,15.0,416.875,33.0,0.0,0.0,19654593.947759666,2183843.771973296,1.0,,320.0,,19440.0
0.10944827586206897,21.0,36.875,1.0,0.00010344827586206896,10.0,153785.8691317416,17087.318792415736,1.0,,320.0,,25870.0
0.07903448275862067,15.0,286.25,22.0,0.00017586206896551718,17.0,9267089.644513257,1029676.6271681396,1.0,,320.0,,19127.0
0.008068965517241379,1.0,310.0,24.0,0.00028965517241379314,28.0,10868653.944359247,1207628.2160399165,1.0,,320.0,,1978.0
0.15,29.0,155.625,11.0,0.00011379310344827582,11.0,2739120.273495292,304346.69705503236,1.0,,320.0,,36011.0
0.04862068965517241,9.0,369.375,29.0,0.0,0.0,15430761.894916356,1714529.0994351509,1.0,,320.0,,11940.0
0.013137931034482759,2.0,215.0,16.0,7.241379310344827e-05,7.0,5227924.334838775,580880.4816487527,1.0,,320.0,,2947.0
0.15,29.0,357.5,28.0,0.00028965517241379314,28.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,36538.0
0.08410344827586208,16.0,381.25,30.0,0.0002482758620689655,24.0,16438874.433760716,1826541.603751191,1.0,,320.0,,20604.0
0.15,29.0,215.0,16.0,0.00027931034482758614,27.0,5227924.334838775,580880.4816487527,1.0,,320.0,,36177.0
0.12465517241379308,24.0,238.75,18.0,1.0344827586206897e-05,1.0,6446724.83975302,716302.7599725578,1.0,,320.0,,30061.0
0.05875862068965518,11.0,131.875,9.0,0.0002689655172413793,26.0,1966877.529334751,218541.94770386122,1.0,,320.0,,13826.0
0.13479310344827586,26.0,357.5,28.0,0.0002586206896551724,25.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,32845.0
0.04862068965517241,9.0,286.25,22.0,0.00027931034482758614,27.0,9267089.644513257,1029676.6271681396,1.0,,320.0,,11757.0
0.11958620689655172,23.0,262.5,20.0,0.00027931034482758614,27.0,7793113.2763111815,865901.4751456869,1.0,,320.0,,28917.0
0.003,0.0,393.125,31.0,1.0344827586206897e-05,1.0,17478883.95551605,1942098.2172795616,1.0,,320.0,,931.0
0.033413793103448275,6.0,250.625,19.0,2.068965517241379e-05,2.0,7103970.566576611,789330.0629529569,1.0,,320.0,,7952.0
0.13986206896551726,27.0,393.125,31.0,0.0003,29.0,17478883.95551605,1942098.2172795616,1.0,,320.0,,34169.0
0.08917241379310345,17.0,274.375,21.0,2.068965517241379e-05,2.0,8514152.96895673,946016.9965507477,1.0,,320.0,,21542.0
0.06382758620689655,12.0,476.25,38.0,0.000196551724137931,19.0,25652066.129310824,2850229.569923425,1.0,,320.0,,15919.0
0.08410344827586208,16.0,143.75,10.0,0.0002172413793103448,21.0,2337050.409959532,259672.2677732813,1.0,,320.0,,20001.0
0.07903448275862067,15.0,25.0,0.0,1.0344827586206897e-05,1.0,70685.83470577035,7853.981633974482,1.0,,320.0,,18451.0
0.11958620689655172,23.0,310.0,24.0,0.0003,29.0,10868653.944359247,1207628.2160399165,1.0,,320.0,,29039.0
0.15,29.0,155.625,11.0,0.0,0.0,2739120.273495292,304346.69705503236,1.0,,320.0,,36000.0
0.10944827586206897,21.0,345.625,27.0,9.310344827586203e-05,9.0,13510227.765960578,1501136.418440064,1.0,,320.0,,26649.0
0.01820689655172413,3.0,191.25,14.0,6.206896551724137e-05,6.0,4136711.761568445,459634.6401742717,1.0,,320.0,,4116.0
0.013137931034482759,2.0,226.875,17.0,0.0002689655172413793,26.0,5821376.095840408,646819.5662044898,1.0,,320.0,,2996.0
0.028344827586206895,5.0,333.75,26.0,5.172413793103448e-05,5.0,12597806.175849155,1399756.2417610174,1.0,,320.0,,6935.0
0.023275862068965515,4.0,345.625,27.0,5.172413793103448e-05,5.0,13510227.765960578,1501136.418440064,1.0,,320.0,,5735.0
0.008068965517241379,1.0,191.25,14.0,0.00017586206896551718,17.0,4136711.761568445,459634.6401742717,1.0,,320.0,,1667.0
0.11958620689655172,23.0,428.75,34.0,4.137931034482758e-05,4.0,20790294.41824794,2310032.71313866,1.0,,320.0,,29314.0
0.008068965517241379,1.0,250.625,19.0,0.00017586206896551718,17.0,7103970.566576611,789330.0629529569,1.0,,320.0,,1817.0
0.08917241379310345,17.0,262.5,20.0,0.0001862068965517241,18.0,7793113.2763111815,865901.4751456869,1.0,,320.0,,21528.0
0.1043793103448276,20.0,321.875,25.0,0.00020689655172413795,20.0,11717281.568648713,1301920.1742943013,1.0,,320.0,,25370.0
0.008068965517241379,1.0,321.875,25.0,0.00014482758620689654,14.0,11717281.568648713,1301920.1742943013,1.0,,320.0,,1994.0
0.07396551724137931,14.0,416.875,33.0,5.172413793103448e-05,5.0,19654593.947759666,2183843.771973296,1.0,,320.0,,18215.0
0.003,0.0,167.5,12.0,0.00012413793103448274,12.0,3173087.119942032,352565.2355491145,1.0,,320.0,,372.0
0.04862068965517241,9.0,179.375,13.0,0.0002379310344827586,23.0,3638950.9492997485,404327.8832555276,1.0,,320.0,,11483.0
0.028344827586206895,5.0,167.5,12.0,0.00013448275862068965,13.0,3173087.119942032,352565.2355491145,1.0,,320.0,,6523.0
0.0993103448275862,19.0,357.5,28.0,0.00014482758620689654,14.0,14454546.338982975,1606060.7043314418,1.0,,320.0,,24224.0
0.03848275862068967,7.0,393.125,31.0,0.00012413793103448274,12.0,17478883.95551605,1942098.2172795616,1.0,,320.0,,9552.0
